Date,Mean Pressure (hPa),Cheung Chau,Hong Kong International Airport,Hong Kong Observatory,Lau Fau Shan,Shek Kong,Sha Tin,Ta Kwu Ling,Waglan Island
2010-05-30,1006.2125,1006.5,1006.4,1006.3,1006.2,1006.1,1006.1,1006.2,1005.9
2010-05-31,1007.5875,1007.8,1007.4,1007.9,1007.4,1007.3,1007.8,1007.7,1007.4
2010-06-01,1007.7,1008,1007.4,1008,1007.5,1007.1,1008.1,1007.9,1007.6
2010-06-02,1008.175,1008.2,1008.2,1008.3,1008.3,1007.8,1008.4,1008.5,1007.7
2010-06-03,1010.15,1010.3,1010.4,1010.2,1010.3,1009.9,1010.1,1010.3,1009.7
2010-06-04,1009.9375,1010.3,1010.1,1010.1,1010.1,1009.6,1009.8,1009.9,1009.6
2010-06-05,1009.3375,1009.7,1009.4,1009.6,1009.2,1009,1009.3,1009.4,1009.1
2010-06-06,1010.0625,1010.4,1010.1,1010.3,1009.9,1009.7,1010.1,1010.1,1009.9
2010-06-07,1010.575,1010.8,1010.5,1010.8,1010.5,1010.2,1010.7,1010.7,1010.4
2010-06-08,1009.225,1009.5,1009.1,1009.5,1009,1008.9,1009.4,1009.3,1009.1
2010-06-09,1007.6375,1007.9,1007.6,1007.9,1007.6,1007.4,1007.6,1007.7,1007.4
2010-06-10,1008.3,1008.5,1008.4,1008.5,1008.3,1008.1,1008.2,1008.3,1008.1
2010-06-11,1008.45,1008.7,1008.7,1008.5,1008.6,1008.2,1008.3,1008.4,1008.2
2010-06-12,1008.1375,1008.5,1008.3,1008.2,1008.2,1007.9,1008,1008.1,1007.9
2010-06-13,1007.175,1007.5,1007.3,1007.4,1007.2,1007,1007,1007.1,1006.9
2010-06-14,1006.625,1007,1006.7,1006.9,1006.5,1006.4,1006.5,1006.5,1006.5
2010-06-15,1006.1625,1006.5,1006.2,1006.4,1006,1006,1006,1006.1,1006.1
2010-06-16,1006.5875,1007,1006.7,1006.8,1006.5,1006.4,1006.4,1006.5,1006.4
2010-06-17,1007.3375,1007.7,1007.4,1007.6,1007.2,1007.2,1007.2,1007.2,1007.2
2010-06-18,1007.7875,1008.1,1007.9,1008.1,1007.7,1007.6,1007.6,1007.7,1007.6
2010-06-19,1007.8875,1008.2,1008,1008.2,1007.8,1007.7,1007.7,1007.8,1007.7
2010-06-20,1007.1,1007.4,1007.2,1007.3,1007.1,1007,1006.9,1007,1006.9
2010-06-21,1007.35,1007.7,1007.5,1007.5,1007.3,1007.2,1007.1,1007.3,1007.2
2010-06-22,1008.425,1008.7,1008.6,1008.6,1008.4,1008.3,1008.2,1008.4,1008.2
2010-06-23,1007.5,1007.7,1007.6,1007.7,1007.4,1007.4,1007.3,1007.6,1007.3
2010-06-24,1003.4,1003.8,1003.5,1003.6,1003.3,1003.2,1003.2,1003.4,1003.2
2010-06-25,1001.575,1002,1001.8,1001.8,1001.5,1001.4,1001.3,1001.6,1001.2
2010-06-26,1004.825,1005,1005,1005.1,1004.7,1004.6,1004.7,1004.9,1004.6
2010-06-27,1006.5375,1006.8,1006.5,1006.9,1006.3,1006.2,1006.6,1006.6,1006.4
2010-06-28,1006.8625,1007.1,1006.9,1007.3,1006.8,1006.6,1007,1006.4,1006.8
2010-06-29,1008.7875,1009.1,1008.8,1009,1008.6,1008.4,1008.7,1009,1008.7
2010-06-30,1008.7,1009.1,1008.8,1008.9,1008.6,1008.4,1008.5,1008.7,1008.6
2010-07-01,1008.1875,1008.6,1008.4,1008.4,1008.2,1007.9,1007.9,1008.1,1008
2010-07-02,1007.45,1007.8,1007.6,1007.7,1007.5,1007.3,1007.1,1007.4,1007.2
2010-07-03,1008.1875,1008.5,1008.4,1008.4,1008.2,1008,1007.9,1008.2,1007.9
2010-07-04,1008.1,1008.4,1008.2,1008.4,1008.1,1007.9,1007.8,1008.1,1007.9
2010-07-05,1006.3375,1006.7,1006.4,1006.7,1006.3,1006.2,1006,1006.4,1006
2010-07-06,1006.625,1007,1006.7,1006.9,1006.5,1006.6,1006.3,1006.6,1006.4
2010-07-07,1007.9375,1008.2,1008.1,1008.2,1007.9,1007.8,1007.6,1008,1007.7
2010-07-08,1007.9,1008.2,1008,1008.1,1007.8,1007.8,1007.6,1008,1007.7
2010-07-09,1007.9875,1008.2,1008.1,1008.2,1007.9,1007.9,1007.7,1008.1,1007.8
2010-07-10,1008.8,1009.1,1008.9,1009,1008.7,1008.7,1008.5,1008.9,1008.6
2010-07-11,1008.6875,1009,1008.8,1008.9,1008.6,1008.6,1008.4,1008.7,1008.5
2010-07-12,1008.2625,1008.6,1008.4,1008.4,1008.2,1008.2,1007.9,1008.3,1008.1
2010-07-13,1008.375,1008.5,1008.4,1008.5,1008.3,1008.3,1008.2,1008.6,1008.2
2010-07-14,1008.2625,1008.4,1008.3,1008.4,1008.2,1008.2,1008.1,1008.5,1008
2010-07-15,1007.4375,1007.5,1007.5,1007.5,1007.4,1007.4,1007.4,1007.7,1007.1
2010-07-16,1008.1125,1008.2,1008.1,1008.3,1008,1008,1008.1,1008.4,1007.8
2010-07-17,1010.3625,1010.5,1010.3,1010.5,1010.4,1010.2,1010.3,1010.6,1010.1
2010-07-18,1010.9125,1011.1,1011,1011.1,1010.9,1010.7,1010.8,1011,1010.7
2010-07-19,1009.25,1009.5,1009.4,1009.3,1009.2,1009.1,1009.1,1009.3,1009.1
2010-07-20,1008.5,1008.7,1008.5,1008.6,1008.5,1008.3,1008.4,1008.7,1008.3
2010-07-21,1007.2625,1007.2,1007.2,1007.4,1007.3,1007.1,1007.4,1007.6,1006.9
2010-07-22,1006.6625,1006.6,1006.5,1006.9,1006.7,1006.4,1006.8,1007,1006.4
2010-07-23,1007.5875,1007.8,1007.6,1007.8,1007.5,1007.3,1007.6,1007.8,1007.3
2010-07-24,1007.9375,1008.2,1008,1008.1,1008,1007.6,1007.9,1008,1007.7
2010-07-25,1007.275,1007.5,1007.4,1007.5,1007.3,1006.9,1007.2,1007.3,1007.1
2010-07-26,1007.3,1007.6,1007.4,1007.5,1007.3,1007,1007.2,1007.4,1007
2010-07-27,1008.05,1008.3,1008.2,1008.2,1008.1,1007.8,1007.9,1008.2,1007.7
2010-07-28,1008.025,1008.1,1008.1,1008.3,1008,1007.7,1008,1008.2,1007.8
2010-07-29,1006.675,1006.9,1006.8,1006.9,1006.7,1006.4,1006.6,1006.8,1006.3
2010-07-30,1006.65,1006.9,1006.8,1006.9,1006.6,1006.3,1006.5,1006.7,1006.5
2010-07-31,1007.9125,1008.2,1008,1008.2,1007.9,1007.6,1007.7,1007.9,1007.8
2010-08-01,1010.1,1010.3,1010.2,1010.3,1010.1,1009.9,1010,1010.1,1009.9
2010-08-02,1010.1625,1010.4,1010.3,1010.3,1010.2,1010,1010,1010.2,1009.9
2010-08-03,1007.3625,1007.6,1007.6,1007.5,1007.4,1007.2,1007.1,1007.4,1007.1
2010-08-04,1004.975,1005.2,1005.3,1005.1,1005.1,1004.9,1004.7,1005,1004.5
2010-08-05,1005.375,1005.5,1005.5,1005.5,1005.4,1005.2,1005.3,1005.6,1005
2010-08-06,1005.9,1005.9,1006.1,1006,1005.9,1005.9,1005.9,1006.1,1005.4
2010-08-07,1004.3625,1004.5,1004.5,1004.5,1004.4,1004.2,1004.3,1004.6,1003.9
2010-08-08,1003.3,1003.4,1003.3,1003.5,1003.3,1003.1,1003.4,1003.5,1002.9
2010-08-09,1003.7375,1003.9,1003.8,1003.9,1003.7,1003.5,1003.7,1003.9,1003.5
2010-08-10,1006.0875,1006.3,1006.2,1006.2,1006,1006,1006,1006.1,1005.9
2010-08-11,1008.6125,1008.8,1008.6,1008.7,1008.5,1008.6,1008.6,1008.7,1008.4
2010-08-12,1009.35,1009.7,1009.4,1009.5,1009.3,1009.2,1009.3,1009.3,1009.1
2010-08-13,1008.6,1008.9,1008.7,1008.7,1008.5,1008.5,1008.5,1008.6,1008.4
2010-08-14,1009.0875,1009.3,1009.2,1009.2,1009.1,1009,1009,1009.1,1008.8
2010-08-15,1010.2625,1010.5,1010.4,1010.4,1010.2,1010.2,1010.1,1010.3,1010
2010-08-16,1010.1,1010.3,1010.2,1010.3,1010.1,1010,1010,1010.1,1009.8
2010-08-17,1010.0125,1010.2,1010.1,1010.1,1010,1009.8,1010,1010.1,1009.8
2010-08-18,1011.6,1011.7,1011.6,1011.7,1011.6,1011.5,1011.6,1011.8,1011.3
2010-08-19,1012.725,1012.8,1012.8,1012.9,1012.8,1012.5,1012.8,1012.9,1012.3
2010-08-20,1012.5125,1012.7,1012.6,1012.6,1012.6,1012.3,1012.5,1012.6,1012.2
2010-08-21,1009.65,1009.8,1009.7,1009.8,1009.7,1009.5,1009.6,1009.8,1009.3
2010-08-22,1008.175,1008.2,1008.1,1008.4,1008.1,1008.1,1008.3,1008.4,1007.8
2010-08-23,1008.5125,1008.5,1008.4,1008.6,1008.5,1008.5,1008.6,1008.8,1008.2
2010-08-24,1010.2625,1010.3,1010.3,1010.4,1010.2,1010.1,1010.4,1010.5,1009.9
2010-08-25,1010.275,1010.5,1010.4,1010.4,1010.3,1010.1,1010.2,1010.3,1010
2010-08-26,1008.6125,1008.9,1008.7,1008.7,1008.6,1008.4,1008.6,1008.6,1008.4
2010-08-27,1007.475,1007.7,1007.6,1007.5,1007.5,1007.4,1007.4,1007.5,1007.2
2010-08-28,1007.175,1007.2,1007.4,1007.2,1007.3,1007.1,1007.1,1007.3,1006.8
2010-08-29,1006.5875,1006.7,1006.8,1006.6,1006.7,1006.4,1006.5,1006.8,1006.2
2010-08-30,1004.1,1004.2,1004.4,1004.1,1004.1,1004.1,1003.9,1004.3,1003.7
2010-08-31,1002.375,1002.5,1002.6,1002.4,1002.4,1002.4,1002.2,1002.5,1002
2010-09-01,1002.925,1003,1003.3,1002.9,1003,1003,1002.7,1003.1,1002.4
2010-09-02,1003.5375,1003.7,1003.9,1003.5,1003.6,1003.7,1003.3,1003.6,1003
2010-09-03,1003.3625,1003.6,1003.4,1003.6,1003.2,1003.2,1003.4,1003.4,1003.1
2010-09-04,1005.35,1005.5,1005.3,1005.5,1005.3,1005.1,1005.5,1005.5,1005.1
2010-09-05,1007.2625,1007.5,1007.3,1007.5,1007.2,1007,1007.3,1007.3,1007
2010-09-06,1007.7875,1008,1007.9,1007.9,1007.7,1007.7,1007.7,1007.8,1007.6
2010-09-07,1007.025,1007.3,1007.1,1007.2,1007,1006.9,1006.9,1007.1,1006.7
2010-09-08,1005.7875,1005.9,1005.9,1005.9,1005.8,1005.8,1005.7,1005.8,1005.5
2010-09-09,1005.775,1006,1006,1005.8,1005.8,1005.7,1005.7,1005.9,1005.3
2010-09-10,1005.775,1006,1006,1005.9,1005.8,1005.6,1005.7,1005.9,1005.3
2010-09-11,1008.7625,1009,1008.9,1008.9,1008.8,1008.5,1008.8,1008.9,1008.3
2010-09-12,1010.45,1010.6,1010.5,1010.7,1010.4,1010.1,1010.6,1010.6,1010.1
2010-09-13,1010.975,1011.1,1011,1011.1,1011,1010.6,1011.1,1011.2,1010.7
2010-09-14,1011.6125,1011.7,1011.6,1011.7,1011.7,1011.3,1011.8,1011.9,1011.2
2010-09-15,1011.45,1011.6,1011.5,1011.5,1011.5,1011.2,1011.5,1011.7,1011.1
2010-09-16,1010.325,1010.6,1010.4,1010.3,1010.3,1010.1,1010.3,1010.5,1010.1
2010-09-17,1009,1009.3,1009.2,1009,1009,1008.8,1008.9,1009.1,1008.7
2010-09-18,1007.9125,1008.1,1008.1,1007.9,1007.9,1007.8,1007.8,1008.1,1007.6
2010-09-19,1004.1125,1004.3,1004.4,1004.2,1004.2,1004.1,1003.9,1004.3,1003.5
2010-09-20,999.8625,1000.1,1000.3,1000,999.8,999.9,999.7,999.9,999.2
2010-09-21,1007.075,1007.3,1006.9,1007.4,1006.7,1006.7,1007.2,1007.3,1007.1
2010-09-22,1011.5,1011.7,1011.4,1011.5,1011.5,1011.1,1011.7,1011.7,1011.4
2010-09-23,1011.95,1012.1,1012,1011.9,1012.1,1011.6,1012.1,1012.2,1011.6
2010-09-24,1011.65,1011.8,1011.7,1011.6,1011.7,1011.3,1011.8,1011.9,1011.4
2010-09-25,1012.5375,1012.7,1012.6,1012.5,1012.6,1012.2,1012.7,1012.8,1012.2
2010-09-26,1013.45,1013.6,1013.5,1013.5,1013.4,1013.2,1013.6,1013.7,1013.1
2010-09-27,1012.9625,1013.1,1013,1012.9,1013,1012.8,1013.1,1013.2,1012.6
2010-09-28,1013.125,1013.3,1013.2,1013.1,1013.1,1012.9,1013.2,1013.4,1012.8
2010-09-29,1013.45,1013.5,1013.5,1013.4,1013.5,1013.3,1013.6,1013.8,1013
2010-09-30,1013.2375,1013.2,1013.3,1013.1,1013.4,1013.2,1013.4,1013.7,1012.6
2010-10-01,1012.4125,1012.4,1012.4,1012.4,1012.5,1012.3,1012.7,1012.8,1011.8
2010-10-02,1011.8125,1011.8,1011.9,1011.7,1011.9,1011.8,1011.9,1012.2,1011.3
2010-10-03,1012.625,1012.4,1012.7,1012.4,1012.9,1012.8,1012.8,1013.1,1011.9
2010-10-04,1014.05,1013.7,1014.3,1013.7,1014.5,1014.3,1014.1,1014.7,1013.1
2010-10-05,1014.1,1014,1014.2,1013.9,1014.3,1014.1,1014.2,1014.7,1013.4
2010-10-06,1013.7,1013.7,1013.7,1013.6,1013.8,1013.6,1013.9,1014.2,1013.1
2010-10-07,1012.4125,1012.4,1012.4,1012.3,1012.5,1012.3,1012.6,1012.9,1011.9
2010-10-08,1010.7125,1010.7,1010.8,1010.7,1010.7,1010.6,1010.9,1011.1,1010.2
2010-10-09,1009.25,1009.3,1009.2,1009.2,1009.3,1009.1,1009.5,1009.7,1008.7
2010-10-10,1009.0125,1008.9,1008.8,1009.2,1008.8,1008.8,1009.6,1009.5,1008.5
2010-10-11,1011.7875,1011.9,1011.6,1012,1011.6,1011.5,1012.1,1012.1,1011.5
2010-10-12,1012.9625,1013.1,1012.9,1013,1012.9,1012.8,1013.1,1013.2,1012.7
2010-10-13,1011.8875,1012,1011.8,1011.9,1011.8,1011.7,1012.1,1012.2,1011.6
2010-10-14,1010.9875,1011.1,1010.9,1010.9,1010.9,1010.9,1011.2,1011.3,1010.7
2010-10-15,1013.1,1012.9,1013.2,1012.9,1013.3,1013.2,1013.3,1013.7,1012.3
2010-10-16,1013.6875,1013.6,1013.7,1013.5,1013.8,1013.7,1013.9,1014.3,1013
2010-10-17,1013.725,1013.7,1013.8,1013.7,1013.8,1013.6,1013.9,1014.2,1013.1
2010-10-18,1012.4125,1012.4,1012.5,1012.3,1012.5,1012.4,1012.5,1012.8,1011.9
2010-10-19,1010.075,1009.9,1010.4,1009.8,1010.3,1010.3,1010.1,1010.6,1009.2
2010-10-20,1006.675,1006.3,1007.2,1006.4,1007,1007.1,1006.8,1007.3,1005.3
2010-10-21,1004.4125,1004,1005.1,1004.1,1004.8,1004.8,1004.4,1005.2,1002.9
2010-10-22,1005.6625,1005,1006.3,1005.3,1006.1,1006.1,1005.7,1006.5,1004.3
2010-10-23,1005.45,1005.3,1006,1005.1,1005.6,1005.6,1005.4,1006,1004.6
2010-10-24,1008.0875,1008,1008.3,1007.9,1008.1,1008.2,1008.1,1008.5,1007.6
2010-10-25,1011.2625,1011.1,1011.4,1011,1011.4,1011.5,1011.3,1011.8,1010.6
2010-10-26,1016.4875,1016.1,1016.7,1016.2,1016.8,1016.8,1016.6,1017.2,1015.5
2010-10-27,1019.425,1019,1019.7,1019.1,1019.7,1019.7,1019.5,1020.2,1018.5
2010-10-28,1019.4375,1018.9,1019.8,1019.2,1019.8,1019.7,1019.5,1020.2,1018.4
2010-10-29,1021.075,1020.6,1021.4,1020.8,1021.4,1021.4,1021.1,1021.8,1020.1
2010-10-30,1022.0625,1021.6,1022.3,1021.8,1022.4,1022.4,1022.1,1022.8,1021.1
2010-10-31,1020.5125,1020.3,1020.7,1020.3,1020.7,1020.6,1020.6,1021.1,1019.8
2010-11-01,1018.8375,1018.7,1018.9,1018.6,1018.9,1018.9,1019,1019.4,1018.3
2010-11-02,1019.0875,1018.9,1019.1,1019,1019.1,1019.1,1019.3,1019.6,1018.6
2010-11-03,1020.075,1019.8,1020.2,1019.9,1020.2,1020.2,1020.2,1020.7,1019.4
2010-11-04,1019.6375,1019.4,1019.9,1019.4,1019.7,1019.8,1019.7,1020.2,1019
2010-11-05,1018.4125,1018.3,1018.6,1018.3,1018.5,1018.4,1018.5,1018.9,1017.8
2010-11-06,1016.55,1016.4,1016.8,1016.4,1016.6,1016.5,1016.6,1017.1,1016
2010-11-07,1015.7125,1015.7,1015.9,1015.6,1015.6,1015.6,1015.8,1016.1,1015.4
2010-11-08,1017.65,1017.5,1017.8,1017.5,1017.6,1017.7,1017.8,1018.1,1017.2
2010-11-09,1020.2,1020,1020.3,1020.1,1020.2,1020.2,1020.3,1020.7,1019.8
2010-11-10,1019.15,1019,1019.2,1019.1,1019,1019.1,1019.3,1019.7,1018.8
2010-11-11,1017.15,1017,1017.2,1017,1017.1,1017.2,1017.3,1017.7,1016.7
2010-11-12,1015.0625,1014.9,1015.1,1015,1015,1015.1,1015.3,1015.6,1014.5
2010-11-13,1016.875,1016.7,1016.9,1016.9,1016.7,1016.8,1017.1,1017.4,1016.5
2010-11-14,1019.625,1019.4,1019.6,1019.6,1019.5,1019.6,1019.9,1020.1,1019.3
2010-11-15,1019.525,1019.4,1019.5,1019.5,1019.4,1019.5,1019.7,1020,1019.2
2010-11-16,1018.925,1018.7,1019,1018.8,1018.9,1019,1019,1019.5,1018.5
2010-11-17,1018.425,1018.2,1018.6,1018.2,1018.5,1018.5,1018.5,1019,1017.9
2010-11-18,1017.725,1017.6,1017.8,1017.6,1017.7,1017.7,1017.8,1018.2,1017.4
2010-11-19,1015.75,1015.6,1015.9,1015.6,1015.7,1015.8,1015.8,1016.2,1015.4
2010-11-20,1013.6,1013.4,1013.6,1013.5,1013.5,1013.6,1013.7,1014.2,1013.3
2010-11-21,1011.8875,1011.8,1011.9,1011.9,1011.7,1011.8,1012,1012.3,1011.7
2010-11-22,1011.8625,1011.6,1012,1011.7,1011.8,1012,1012,1012.4,1011.4
2010-11-23,1014.625,1014.4,1014.7,1014.5,1014.6,1014.6,1014.7,1015.2,1014.3
2010-11-24,1016.5625,1016.4,1016.6,1016.5,1016.5,1016.5,1016.7,1017.1,1016.2
2010-11-25,1017.6625,1017.4,1017.8,1017.5,1017.6,1017.8,1017.7,1018.3,1017.2
2010-11-26,1017.85,1017.6,1018,1017.7,1017.8,1017.9,1018,1018.4,1017.4
2010-11-27,1017.7,1017.5,1017.7,1017.7,1017.5,1017.6,1017.9,1018.2,1017.5
2010-11-28,1018.175,1018.1,1018.1,1018.2,1018,1018,1018.4,1018.7,1017.9
2010-11-29,1017.1,1017,1017.1,1017.1,1017,1017,1017.2,1017.5,1016.9
2010-11-30,1015.5625,1015.4,1015.8,1015.4,1015.5,1015.6,1015.6,1016,1015.2
2010-12-01,1015.475,1015.2,1015.7,1015.3,1015.4,1015.5,1015.6,1016,1015.1
2010-12-02,1016.575,1016.3,1016.8,1016.4,1016.6,1016.6,1016.6,1017.1,1016.2
2010-12-03,1018.55,1018.2,1018.8,1018.4,1018.5,1018.7,1018.7,1019.1,1018
2010-12-04,1017.1875,1017,1017.2,1017.2,1017,1017.1,1017.4,1017.7,1016.9
2010-12-05,1014.5625,1014.4,1014.6,1014.5,1014.4,1014.6,1014.7,1015,1014.3
2010-12-06,1015.0625,1014.8,1015.2,1014.9,1015,1015.2,1015.1,1015.6,1014.7
2010-12-07,1018.85,1018.1,1019.2,1018.6,1019.1,1019.3,1018.9,1019.8,1017.8
2010-12-08,1017.4375,1016.9,1017.8,1017.2,1017.5,1017.8,1017.5,1018.2,1016.6
2010-12-09,1016.0375,1015.7,1016,1015.9,1016,1016.1,1016.3,1016.7,1015.6
2010-12-10,1013.2625,1013,1013.1,1013.3,1013.1,1013.2,1013.6,1013.8,1013
2010-12-11,1012.325,1012.1,1012.3,1012.3,1012.2,1012.2,1012.6,1012.9,1012
2010-12-12,1010.2375,1010.1,1009.9,1010.4,1009.8,1010,1010.8,1010.8,1010.1
2010-12-13,1010.75,1010.6,1010.7,1010.8,1010.5,1010.6,1011,1011.1,1010.7
2010-12-14,1013.6,1013.4,1013.7,1013.5,1013.5,1013.5,1013.8,1014.2,1013.2
2010-12-15,1013.85,1013.3,1014,1013.7,1013.9,1013.8,1014.3,1014.7,1013.1
2010-12-16,1021.2875,1019.6,1022.4,1020.8,1022.1,1021.9,1021.4,1022.8,1019.3
2010-12-17,1020.8625,1020,1021.5,1020.5,1021.4,1021.1,1020.9,1021.6,1019.9
2010-12-18,1018.4625,1018.1,1018.5,1018.4,1018.6,1018.3,1018.7,1019.1,1018
2010-12-19,1018.4,1018.2,1018.6,1018.3,1018.4,1018.3,1018.5,1018.8,1018.1
2010-12-20,1015.8,1015.6,1016,1015.8,1015.7,1015.6,1015.9,1016.2,1015.6
2010-12-21,1014.1125,1014.1,1014.3,1014.1,1013.9,1014,1014.1,1014.5,1013.9
2010-12-22,1014.5375,1014.2,1014.6,1014.5,1014.5,1014.4,1014.8,1015.1,1014.2
2010-12-23,1015.5875,1015.4,1015.6,1015.6,1015.4,1015.4,1015.8,1016.1,1015.4
2010-12-24,1014.925,1014.7,1014.8,1015,1014.7,1014.7,1015.3,1015.5,1014.7
2010-12-25,1016.9875,1016.3,1017.3,1016.7,1017.1,1017.1,1017.4,1017.8,1016.2
2010-12-26,1021.1625,1020.2,1021.7,1020.9,1021.6,1021.5,1021.2,1022.1,1020.1
2010-12-27,1019.525,1019.2,1019.7,1019.4,1019.6,1019.5,1019.7,1020,1019.1
2010-12-28,1018.175,1017.9,1018.3,1018.1,1018.1,1018.1,1018.4,1018.7,1017.8
2010-12-29,1017.3375,1017,1017.4,1017.3,1017.2,1017.2,1017.6,1017.9,1017.1
2010-12-30,1018.3,1017.7,1018.6,1018.1,1018.5,1018.6,1018.5,1018.7,1017.7
2010-12-31,1019.0625,1018.6,1019.3,1018.9,1019.3,1019.3,1019.3,1019.3,1018.5
2011-01-01,1019.0625,1018.7,1019.1,1019.1,1019.1,1019,1019.5,1019.3,1018.7
2011-01-02,1019.8625,1019.5,1019.9,1019.8,1020,1019.9,1020.3,1020.1,1019.4
2011-01-03,1020.175,1019.2,1020.8,1019.6,1020.9,1020.7,1020.4,1020.6,1019.2
2011-01-04,1020.825,1020,1021.2,1020.4,1021.5,1021.1,1021.1,1021.3,1020
2011-01-05,1018.8375,1018.3,1019.2,1018.6,1019.2,1018.9,1019,1019.1,1018.4
2011-01-06,1022.4,1021.3,1023.2,1021.9,1023.2,1022.9,1022.5,1022.8,1021.4
2011-01-07,1024.475,1023.7,1025,1024.2,1025.1,1024.8,1024.7,1024.8,1023.5
2011-01-08,1021.425,1021.1,1021.7,1021.3,1021.7,1021.4,1021.7,1021.5,1021
2011-01-09,1020.525,1019.9,1021.1,1020.2,1021,1020.8,1020.7,1020.8,1019.7
2011-01-10,1020.3,1019.6,1020.8,1020,1020.9,1020.6,1020.5,1020.5,1019.5
2011-01-11,1019.1,1018.2,1019.7,1018.7,1019.7,1019.6,1019.3,1019.6,1018
2011-01-12,1019.7,1019,1020.1,1019.4,1020.3,1020,1019.9,1020,1018.9
2011-01-13,1019.0125,1018.6,1019.4,1018.9,1019.4,1019,1019.2,1019,1018.6
2011-01-14,1017.1375,1016.9,1017.5,1017.1,1017.4,1017.1,1017.2,1017,1016.9
2011-01-15,1021.775,1020.9,1022.4,1021.5,1022.3,1022.1,1021.9,1022.3,1020.8
2011-01-16,1024.3375,1023.9,1024.6,1024.2,1024.7,1024.4,1024.6,1024.5,1023.8
2011-01-17,1024.175,1023.8,1024.3,1024.2,1024.4,1024.1,1024.5,1024.3,1023.8
2011-01-18,1020.825,1020.5,1020.9,1020.9,1021,1020.7,1021.2,1020.8,1020.6
2011-01-19,1018.4125,1018.2,1018.5,1018.5,1018.5,1018.3,1018.7,1018.4,1018.2
2011-01-20,1017.425,1016.8,1017.9,1017.2,1017.8,1017.6,1017.6,1017.6,1016.9
2011-01-21,1019.75,1018.8,1020.4,1019.3,1020.4,1020.2,1020,1020.1,1018.8
2011-01-22,1021.8125,1021.2,1022,1021.6,1022.2,1021.9,1022.1,1022.1,1021.4
2011-01-23,1021.975,1021.6,1022.4,1021.8,1022.3,1022,1022.1,1022,1021.6
2011-01-24,1023.6375,1023.2,1024,1023.4,1024,1023.8,1023.8,1023.8,1023.1
2011-01-25,1024.3875,1024,1024.6,1024.3,1024.6,1024.4,1024.6,1024.5,1024.1
2011-01-26,1024.7125,1024.4,1025,1024.6,1025,1024.7,1024.9,1024.7,1024.4
2011-01-27,1024.45,1024.2,1024.6,1024.5,1024.6,1024.3,1024.7,1024.4,1024.3
2011-01-28,1024.1,1023.6,1024.4,1023.9,1024.5,1024.4,1024.3,1024.3,1023.4
2011-01-29,1025.5375,1024.6,1026,1025.2,1026.1,1025.9,1025.8,1026,1024.7
2011-01-30,1026.6375,1026,1027,1026.4,1027.2,1026.9,1026.8,1026.8,1026
2011-01-31,1025.625,1025.2,1025.8,1025.6,1025.9,1025.6,1025.9,1025.7,1025.3
2011-02-01,1022.7,1022.5,1022.9,1022.7,1022.9,1022.6,1022.9,1022.6,1022.5
2011-02-02,1020.9375,1020.7,1021.1,1020.9,1021.2,1020.9,1021.1,1020.9,1020.7
2011-02-03,1019.9625,1019.9,1019.9,1020.1,1020,1019.7,1020.3,1019.8,1020
2011-02-04,1017.5,1017.4,1017.6,1017.5,1017.5,1017.4,1017.7,1017.4,1017.5
2011-02-05,1017.4625,1017.3,1017.5,1017.5,1017.4,1017.3,1017.8,1017.4,1017.5
2011-02-06,1015.95,1015.8,1016,1016,1015.9,1015.8,1016.2,1015.9,1016
2011-02-07,1012.45,1012.3,1012.2,1012.6,1012.2,1012.3,1012.9,1012.4,1012.7
2011-02-08,1009.525,1009.5,1009.5,1009.6,1009.4,1009.4,1009.8,1009.4,1009.6
2011-02-09,1009.9125,1009.8,1009.8,1010,1009.7,1009.8,1010.3,1009.9,1010
2011-02-10,1012.7625,1012.6,1012.4,1013,1012.5,1012.5,1013.3,1012.8,1013
2011-02-11,1017.2625,1017,1017.3,1017.2,1017.3,1017.3,1017.6,1017.3,1017.1
2011-02-12,1019.775,1019.5,1019.8,1019.7,1019.9,1019.8,1020.2,1019.9,1019.4
2011-02-13,1017.7375,1017.1,1018,1017.5,1018.1,1017.9,1018.1,1018,1017.2
2011-02-14,1021.125,1020.4,1021.6,1020.8,1021.7,1021.4,1021.4,1021.4,1020.3
2011-02-15,1020.9125,1020.5,1020.9,1020.9,1021.2,1020.7,1021.4,1021.2,1020.5
2011-02-16,1017.4875,1017.3,1017.6,1017.6,1017.6,1017.2,1017.9,1017.4,1017.3
2011-02-17,1015.7125,1015.3,1016.2,1015.6,1016,1015.8,1015.7,1015.8,1015.3
2011-02-18,1016.4625,1016.1,1016.7,1016.3,1016.7,1016.4,1016.7,1016.6,1016.2
2011-02-19,1017.9375,1017.4,1018.2,1017.7,1018.4,1018,1018.2,1018.1,1017.5
2011-02-20,1019.5,1019.2,1019.8,1019.4,1019.8,1019.4,1019.7,1019.5,1019.2
2011-02-21,1019.175,1019,1019.2,1019.3,1019.2,1018.9,1019.5,1019.2,1019.1
2011-02-22,1018.7,1018.5,1018.6,1018.9,1018.5,1018.3,1019.2,1018.8,1018.8
2011-02-23,1017.7,1017.6,1017.8,1017.8,1017.7,1017.4,1017.9,1017.6,1017.8
2011-02-24,1016,1016,1016,1016.1,1015.9,1015.8,1016.2,1015.9,1016.1
2011-02-25,1015.9875,1015.8,1015.8,1016.3,1015.7,1015.7,1016.5,1016,1016.1
