Date,Average,Cheung Chau,Ching Pak House(Tsing Yi),Hong Kong International Airport ,Hong Kong Observatory,Tseung Kwan O,King's Park,Lau Fau Shan,Peng Chau,Tai Mei Tuk,Shek Kong,Sha Tin,Sheung Shui,Tate's Cairn,Ta Kwu Ling,Tai Mo Shan,Pak Tam Chung (Tsak Yue Wu),The Peak,Waglan Island,Wetland Park
2011-06-12,38.99473684,14,38.5,38,28.4,56.5,43,48.5,30,43.5,48,46,39.5,41.5,31,26,34.5,39,24.5,70.5
2011-06-13,3.384210526,7.5,0.5,2.4,5.9,4.5,4.5,0.5,7.5,0,2.5,1.5,1.5,2,0,1.5,13.5,2,6,0.5
2011-06-14,4.105263158,1.5,0.5,9.1,2.4,3.5,2,0,1.5,0.5,16,3,14.5,9,7,2.5,0.5,2,1,1.5
2011-06-15,3.273684211,0,0,2.8,2.4,0,6.5,12,4.5,0.5,3,4,0.5,7,2,2,3,7.5,0,4.5
2011-06-16,59.82631579,26,52.5,46.5,75.2,83,78,15.5,26,65.5,32.5,109.5,45,101,86.5,83.5,71,69.5,48.5,21.5
2011-06-17,63.25263158,9,43.5,25.3,77.5,74.5,80,43.5,32,68,103,80,69,101.5,50,77.5,101.5,60.5,49.5,56
2011-06-18,4.231578947,0,0.5,2.7,1.2,8.5,1.5,1,4,8,4,5.5,3,12.5,8,10,4,1.5,2.5,2
2011-06-19,0.470588235,0,0,Trace,Trace,0.5,0,0,0,2,0,0,0,4,0,1,0,0,0.5,0
2011-06-20,0.421052632,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,4.5,0
2011-06-21,4.147368421,3.5,1,3,8.3,10,5.5,0.5,2,3,2.5,4.5,1,2.5,2,7.5,5,13.5,2.5,1
2011-06-22,40.95789474,15,28,38.8,41.4,29,46,31,22,43,76,62.5,59,47.5,49.5,17,65.5,58,11,38
2011-06-23,3.883333333,0,0,48.4,Trace,0,0,0.5,0,0,2.5,0,12.5,0.5,2.5,2.5,0,0,0,0.5
2011-06-24,0.311111111,0,1,Trace,0.6,0,0,0,0,0,0.5,0.5,0,0,1,2,0,0,0,0
2011-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-26,1.470588235,0,0,Trace,Trace,0,0,0.5,0.5,5.5,1.5,0,1.5,1,1,0,9,1,0,3.5
2011-06-27,0.805555556,0,0,0,Trace,0,0,0,0,0,0.5,2.5,0,0,0,0,11.5,0,0,0
2011-06-28,63.68888889,115.5,80.5,71.8,106.6,30.5,102,42.5,91.5,35,38.5,65,33,107,24.5,***,19.5,100,32,51
2011-06-29,81.9,60,60.5,55.7,76.5,102,79.5,64.5,64,133.5,103.5,123.5,76.5,125.5,75.5,***,59,79.5,37,98
2011-06-30,14.66111111,10,2.5,14.6,5.3,16,4.5,25,6,65.5,4.5,9.5,5.5,13,6,***,32.5,4,6.5,33
2011-07-01,6.816666667,0.5,0,0.5,11.2,24.5,11.5,4,4.5,17,0.5,6.5,3,11,0.5,***,12.5,3.5,10.5,1
2011-07-02,0,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,***,0,0,0,0
2011-07-03,0,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,***,0,0,0,0
2011-07-04,0.027777778,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,***,0,0,0,0
2011-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,***,0,0,0,0
2011-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,***,0,0,0,0
2011-07-07,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,***,0,0,0,0
2011-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,***,0,0,0,0
2011-07-09,2.45,0,0,17.1,0,0,0,0,0,0,7.5,0,16,0,2.5,***,0,0,0,1
2011-07-10,1.84375,0,0,Trace,Trace,0,0,0,0,0,1.5,0,4,0.5,23.5,***,0,0,0,0
2011-07-11,12.04117647,0,3.5,Trace,33.2,0,31,27,0,1.5,12.5,5.5,16,20.5,8,***,0,8,2.5,35.5
2011-07-12,10.60526316,2,11.5,1.1,10.9,20.5,16.5,4.5,2.5,22,16.5,15.5,11.5,13,17,0,6.5,20,3.5,6.5
2011-07-13,10.8,30,7,0.4,21.8,28,17.5,5.5,3.5,4.5,5.5,6.5,2.5,14,8,10,7,14.5,10,9
2011-07-14,11.1,10.5,8.5,5,12.4,16.5,11.5,3.5,7.5,11.5,8.5,20,2,22,2.5,21.5,21,11.5,10,5
2011-07-15,41.23684211,39,64,54.1,34.9,45,35.5,25.5,57.5,13,27.5,60.5,27.5,63.5,13,51,44,40,60.5,27.5
2011-07-16,53.99473684,53.5,36,31.4,60.5,58,56.5,48.5,42,48,89.5,32.5,84,54,72,60,38.5,76.5,17,67.5
2011-07-17,0.538888889,0,0,Trace,0.2,0.5,0.5,0,2.5,0.5,0,0,1,1,0.5,0.5,1.5,0.5,0.5,0
2011-07-18,5.710526316,6.5,4,7.2,4.3,0,3.5,6.5,5.5,3,11,2.5,13.5,1,2.5,9,4.5,3,6,15
2011-07-19,17,13,17,19.9,5.6,21.5,4.5,11.5,21,12,38,4,28,11,23,28,27.5,9.5,12,16
2011-07-20,23.32105263,5.5,43,14.4,15.2,18,13,16.5,32,25,29.5,32.5,17.5,22,19.5,49,19,15,18,38.5
2011-07-21,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,2,0
2011-07-22,7.15,0.5,16,Trace,4.2,1.5,6,0,0,22.5,7,16.5,6,12,11.5,16,0,9,0,0
2011-07-23,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-27,0.117647059,0,0,Trace,Trace,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2011-07-28,1.622222222,0,0,0.2,Trace,0,0,4.5,0,1,5,3,6.5,0,2.5,0,0,0.5,0,6
2011-07-29,20.67368421,15,7,27.9,12.4,22.5,11,9,9,15,22.5,37.5,58,34,30,17,12.5,34,7,11.5
2011-07-30,1.323529412,0.5,0.5,Trace,Trace,1,0,1,0,1,1,0.5,2.5,1,1.5,5,0,1,3.5,2.5
2011-07-31,0.078947368,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0
2011-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-02,0.026315789,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
2011-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-08,9.615789474,15,11.5,7.6,22.1,0,15.5,0.5,10.5,13,3,2,28,1,46.5,2.5,0,2.5,0,1.5
2011-08-09,30.78947368,50,11,15.6,9.9,28.5,12.5,30.5,57,14.5,7.5,97.5,45,74,10.5,35,9,31.5,9.5,36
2011-08-10,50.54736842,27,64,75.4,60.5,29,66.5,47.5,55,58.5,49,52.5,39,53.5,65,59,47.5,56,8,47.5
2011-08-11,8.573684211,14,0.5,5,17.9,16,18,4,7,13.5,1.5,10,2.5,4,4,0.5,18.5,18,6,2
2011-08-12,0.131578947,0.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2011-08-13,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2011-08-14,0.083333333,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0
2011-08-15,0.073684211,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
2011-08-16,0.631578947,0,0,0,8.5,0,1,0,0,0,0,0.5,0,0,0,2,0,0,0,0
2011-08-17,3.031578947,0,3,0,10.1,2.5,9.5,0,0,0,1,0,10,1,0,11,0,4.5,1,4
2011-08-18,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0
2011-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-20,4.326315789,0,0,0,3.7,15.5,6,32.5,0,0,0,0,3,1.5,0,0.5,5,0.5,0,14
2011-08-21,3.127777778,1,6,0.3,Trace,0,0,9,0,0,0,0,3,0,0,3.5,0,5,0,28.5
2011-08-22,3.827777778,0,0,Trace,1.4,0,5,0,0,8.5,0,6,5,25.5,15.5,0,0,0,0,2
2011-08-23,0.605263158,0.5,2.5,0,0,0,0,0,2.5,0.5,1,0,0,0.5,0,1,3,0,0,0
2011-08-24,2.022222222,1,13.5,Trace,3.9,0,3,0,3.5,1,0,2,0,4,0,1.5,2,1,0,0
2011-08-25,16.31666667,0,19.5,Trace,13.7,0,12.5,35,36,0,38.5,0,52.5,0.5,24,5,0,8.5,0,48
2011-08-26,0.027777778,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
2011-08-27,1.142105263,0,0,0,5.2,0,4.5,0,0,0,0,0.5,0,0,0,0,0,11.5,0,0
2011-08-28,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
2011-08-29,2.372222222,0.5,3,Trace,0.2,0,0,9,13,0,0.5,0,0,0,0,0,0,4,0,12.5
2011-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-31,0.931578947,0,0,0.2,0.5,0,0.5,0,0,0,0,0,0,4.5,0,5,0,0,6.5,0.5
2011-09-01,1.366666667,0,0,Trace,0.1,0.5,0,4,0,0,0.5,0,1.5,1.5,1.5,2.5,0,0,0,12.5
2011-09-02,0.478947368,0,0,0.1,0,0,0,0,0,0.5,0.5,0,3,0,2.5,0.5,0.5,1.5,0,0
2011-09-03,19.95789474,24.5,29.5,5.1,22.6,29,19,10,21.5,17.5,9.5,22.5,12.5,23,3,16,39.5,58,10.5,6
2011-09-04,9.436842105,0.5,0.5,0,1.8,19.5,12,2,0,0,15,19,0,8.5,27.5,12,21.5,12.5,0,27
2011-09-05,0.657894737,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,3,0,0,5,4
2011-09-06,2.611111111,0,0,Trace,0,10.5,0,3,0,18.5,2,3,0,4.5,0,0.5,2,0,1.5,1.5
2011-09-07,3.084210526,0,0,1.4,0.2,15.5,0,0,0,1,0,6,0,0.5,0,0.5,32,0.5,1,0
2011-09-08,0.25,0,0,0,Trace,1.5,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,1.5
2011-09-09,0.283333333,0,0,0.1,Trace,0,0,0,0,0,0,0,0,0,0,2,0.5,2.5,0,0
2011-09-10,0.768421053,0,0,0,2.6,4.5,2,0.5,0,0,0,0,0,0,0,0.5,0,4,0,0.5
2011-09-11,7.4,5.5,12,1.7,20.4,11.5,26.5,0,14,0,4.5,0,0,13.5,0,4,7,16,2.5,1.5
2011-09-12,0.394444444,1.5,0.5,Trace,0.6,0,0.5,0,1,0,0.5,0,0,0,0,0.5,0,1.5,0.5,0
2011-09-13,1.063157895,0,0,0,2.7,3,9.5,0,0,0,0,0,0,4.5,0,0.5,0,0,0,0
2011-09-14,0.247368421,0,0,0,2.7,1.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2011-09-15,12.07777778,6.5,3.5,Trace,10.9,20.5,8.5,1,3.5,7.5,3,5,3,13.5,12.5,4.5,26.5,22,65,0.5
2011-09-16,3.721052632,6.5,1.5,1.7,1,2,0,2.5,1.5,0,1.5,7.5,0,23,0.5,7,8.5,0,1.5,4.5
2011-09-17,0.1,0,0,Trace,0.2,***,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0
2011-09-18,3.705555556,17.5,0,0.2,0.5,***,0.5,0,0.5,0,0,0,0,0,0,0.5,0,6.5,40.5,0
2011-09-19,18.11052632,0.5,11.5,1,16.1,13,9,16,6.5,34.5,37.5,22,65.5,17,42.5,19.5,0,8,0.5,23.5
2011-09-20,0.194444444,0,0.5,0,Trace,0.5,0,0,0,0,0,2,0,0,0,0.5,0,0,0,0
2011-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-22,0.027777778,0,0,0,Trace,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
2011-09-23,0.044444444,0,0,Trace,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2011-09-24,0.117647059,0,0,Trace,Trace,0,0,0,0,0.5,0,0,0.5,0,0.5,0.5,0,0,0,0
2011-09-25,3.742105263,2,1,2.9,4.2,5,4,3,1,6,5,7,3,6.5,2.5,0,8,6.5,1,2.5
2011-09-26,0.233333333,0,0,Trace,0.2,0,0.5,0,0,0.5,0,0,0,0.5,0.5,0,0,1.5,0.5,0
2011-09-27,0.027777778,0,0,0,Trace,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2011-09-28,3.721052632,2,2.5,3.7,2.5,1.5,3,5,0.5,4.5,6,5.5,8,2,7.5,3,3,3.5,2,5
2011-09-29,27.12631579,29.5,12,53.6,30.8,5.5,33.5,23,32,10.5,68,9,43.5,25.5,28,38.5,10,28,13.5,21
2011-09-30,8.710526316,11.5,4,28.3,2.7,2.5,1.5,4,6,11,7,10,13,6.5,25,13,4,8.5,3.5,3.5
2011-10-01,7.431578947,0.5,6,4.5,12.7,7.5,12.5,3.5,1.5,6,9,6.5,4.5,11.5,15.5,19,1,13,2,4.5
2011-10-02,2.736842105,3.5,2.5,2.2,3.3,3.5,2.5,3,1.5,2,3,2.5,2.5,3,2.5,4,3,2.5,2,3
2011-10-03,1.789473684,4,0.5,1.9,1.6,3,2,1,1,0.5,2.5,1,1.5,1.5,1,3,1.5,3,2.5,1
2011-10-04,0.411111111,0.5,0,0.4,Trace,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,2,0,0,0,0.5
2011-10-05,0.2,0,0,Trace,0.1,0,0,0,0,0,0,0,0,0,0,1.5,1,0.5,0.5,0
2011-10-06,0.094736842,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0
2011-10-07,0.055555556,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-10-08,0.027777778,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2011-10-09,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2011-10-10,18.2,1.5,8,3.5,5.3,3,6.5,34,1,24,37,23,39.5,11.5,47.5,41,7.5,19,0.5,32.5
2011-10-11,7.589473684,6,4,3.3,6.9,5.5,7,2,1.5,7.5,18,5,6,12,8.5,24.5,4.5,17,3,2
2011-10-12,68.64736842,73,45,63,105.8,72.5,98.5,31.5,62.5,40.5,42.5,96.5,67.5,118.5,108,79.5,52.5,61,47,39
2011-10-13,10.39473684,0,2,0.8,30.7,21.5,32.5,0,0.5,5,0,16,11,29,11.5,9.5,4.5,8.5,14,0.5
2011-10-14,14.2,0,0.5,2.5,3.8,5,11.5,5.5,2.5,49.5,5,37,24.5,55,29,16.5,13.5,2,2,4.5
2011-10-15,0.263157895,0,0,0,0,0,0,0,0,2,0,0.5,0.5,0,1.5,0.5,0,0,0,0
2011-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-17,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2011-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-19,0,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-20,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2011-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-22,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2011-10-23,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2011-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-25,0.621052632,0.5,0,0.3,0.5,3,0,0,0.5,0,0,0.5,0,4,0,0,2,0.5,0,0
2011-10-26,0.533333333,0,0,Trace,0.1,1,0.5,0,0,0,0,0.5,0,2,0,1,4,0.5,0,0
2011-10-27,0.722222222,0,0.5,Trace,1.5,1,2,0,0,0,0,0.5,0,2.5,0,1.5,0.5,3,0,0
2011-10-28,0.027777778,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
2011-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-30,0.176470588,0,0,Trace,Trace,0,0,0,0,0,0,0,0,0.5,2,0.5,0,0,0,0
2011-10-31,0.441176471,0,0,Trace,Trace,0,0.5,0,0,1,0,0,3.5,0.5,1.5,0.5,0,0,0,0
2011-11-01,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2011-11-02,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-03,0.027777778,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2011-11-04,0,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-05,0,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-06,0.027777778,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2011-11-07,0.4,0,0,0.2,Trace,0,0,0,0,2,0,0.5,0,0.5,1,2,1,0,0,0
2011-11-08,21.18421053,15.5,9,25.6,13.9,26,14.5,22.5,31.5,24.5,24,29,26,20,21,12.5,34.5,15.5,15,22
2011-11-09,43.54210526,33.5,33.5,80.6,44.2,38.5,44,51,32.5,48,46.5,40,54,32.5,44.5,29.5,49,41,24,60.5
2011-11-10,0.594736842,0,0,0.1,0.2,0.5,0,0,0,0.5,0.5,1.5,0.5,1.5,1,1.5,1,1.5,0.5,0.5
2011-11-11,0,0,0,Trace,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-14,0.027777778,0,0,0,Trace,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2011-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-17,15.88421053,3.5,12,10.2,18.1,34,16,5.5,4.5,15.5,17.5,19,12,51.5,13.5,0,29.5,16,15,8.5
2011-11-18,9.75,14,4.5,8.4,8.6,26.5,8.5,3,12,8.5,5.5,11,3.5,18.5,5,***,22.5,8.5,4,3
2011-11-19,2.163157895,1.5,2,2.5,1.1,0.5,1.5,3,2.5,3,4.5,1.5,2.5,3,3,4,1.5,1,0,2.5
2011-11-20,0,0,0,Trace,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-21,0,0,0,Trace,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-22,0,0,0,Trace,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-23,0,0,0,Trace,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-26,0,0,0,Trace,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-30,0,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-02,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-05,0.4,1,0,Trace,1.2,0.5,1,0,0,0,0,0,0,1,0,0,0,2,0.5,0
2011-12-06,0.515789474,1,0,0.1,1.2,2,1,0,0.5,0,0,0,0,1.5,0,1,0.5,1,0,0
2011-12-07,0.027777778,0,0,Trace,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2011-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-09,0,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-13,0,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-17,0,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-18,0,0,0,Trace,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-19,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0
2011-12-20,0,0,0,Trace,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-21,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,***,0,0,0
2011-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,***,0,0,0
2011-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,***,0,0,0
2011-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-30,0,0,0,Trace,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-31,0.272222222,0.5,0,Trace,0.4,0.5,0.5,0,0,0,0,0,0,0.5,0,0.5,0,1,1,0
2012-01-01,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2012-01-02,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2012-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-04,0.044444444,0,0,0.3,Trace,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2012-01-05,1.068421053,0.5,0.5,0.5,0.8,0,1,1.5,0,0,1.5,2,1.5,1.5,2.5,3.5,1,0.5,0,1.5
2012-01-06,0.652631579,0.5,1,0.9,0.5,0.5,0.5,1,1,0,0.5,0.5,1.5,0.5,1,1,0.5,0,0,1
2012-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-08,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2012-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-11,0.161111111,0,0,Trace,0.4,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0
2012-01-12,1.126315789,1,1,0.5,0.9,1,1,1,1,1,1,1.5,1.5,1,1.5,1,1.5,2,0.5,1.5
2012-01-13,1.968421053,2,2,2.1,2.3,1.5,2.5,1,2.5,2.5,1.5,2.5,0,3,0.5,4,2.5,2,2,1
2012-01-14,0.755555556,1.5,1,Trace,0.6,0.5,1.5,0.5,0,0,0.5,2,1,1,0.5,2,0.5,0.5,0,0
2012-01-15,20.37368421,19.5,19,27,19.1,17,21.5,22,21,21.5,22,20.5,25,21.5,24,14,18.5,20,11.5,22.5
2012-01-16,8.005263158,8,6.5,9.4,8.7,9,7.5,6.5,7.5,8,7.5,7.5,7.5,7.5,7.5,6.5,10,8.5,11.5,7
2012-01-17,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2012-01-18,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2012-01-19,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2012-01-20,0.055555556,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-01-21,0.147058824,0,0,Trace,Trace,0.5,0,0,0,0,0,0,0,0.5,0,1,0,0,0.5,0
2012-01-22,0.088235294,0,0,Trace,Trace,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0
2012-01-23,2.057894737,1,1.5,1.8,1.3,2,1.5,3.5,1,1,2.5,1.5,2.5,1,2,3,1.5,4,3.5,3
2012-01-24,3.415789474,3.5,3.5,5.4,4.5,4,4.5,2,4,2.5,2.5,2.5,2,5,2,5,3,5.5,1,2.5
2012-01-25,3.026315789,2,3,2.3,2.2,2.5,2.5,3.5,1.5,4,4,4.5,3.5,4.5,2,5.5,3,3,0.5,3.5
2012-01-26,0.884210526,0,0.5,1.5,0.8,0.5,1,1,0.5,1,1,1,1,1,0.5,3.5,1,0.5,0,0.5
2012-01-27,0.078947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0
2012-01-28,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2012-01-29,0.027777778,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2012-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-02,0,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-03,0.111111111,0,0,0,Trace,0,0,0,0,0,0,0,0,0.5,1,0.5,0,0,0,0
